Medicine_ID,Counterfeit_Weight,DistArea_ID,Active_Since,Medicine_MRP,Medicine_Type,SidEffect_Level,Availability_rating,Area_Type,Area_City_Type,Area_dist_level,Counterfeit_Sales
CTT10,8.57,Area017,2005,109.6384,Tranquilizers,mild,0.059822808,DownTown,Tier 2,Unknown,2872.0752
VZK61,,Area019,1983,251.6854,Antipyretics,mild,0.09176405900000001,MidTownResidential,Tier 1,Small,596.3708
DDK20,,Area027,1983,162.534,Antipyretics,mild,0.04127966,CityLimits,Tier 3,Medium,1184.938
FVD11,17.0,Area013,1985,55.077,Statins,mild,0.04367808,DownTown,Tier 3,High,718.878
YXI41,14.9,Area013,1985,205.7136,Hreplacements,mild,0.130537563,DownTown,Tier 3,High,5556.5808
GMC11,,Area019,1983,196.5924,Analgesics,critical,0.236985293,MidTownResidential,Tier 1,Small,668.2772
JDM32,9.35,Area013,1985,267.8646,Antibiotics,critical,0.013000000000000001,DownTown,Tier 3,High,5266.2919999999995
WUC76,9.485,Area017,2005,125.7808,Antibiotics,mild,0.051948125,DownTown,Tier 2,Unknown,933.2656
OQH15,,Area019,1983,226.7824,Cardiac,mild,0.050131628,MidTownResidential,Tier 1,Small,331.3824
XRI86,15.3,Area045,2000,156.6786,Antipyretics,critical,0.042782937,DownTown,Tier 2,Unknown,979.8716
ORX66,14.95,Area046,1995,195.12400000000002,Antipyretics,critical,0.091786674,DownTown,Tier 1,Small,3468.632
FES30,18.65,Area013,1985,98.48299999999999,Mstablizers,critical,0.075799379,DownTown,Tier 3,High,652.298
IGC14,19.9,Area017,2005,110.1358,Stimulants,mild,0.165918384,DownTown,Tier 2,Unknown,2023.1802
GMM11,,Area027,1983,251.5512,Antibiotics,critical,0.069782237,CityLimits,Tier 3,Medium,8352.9408
WKN59,,Area019,1983,184.1054,Hreplacements,mild,0.05712220900000001,MidTownResidential,Tier 1,Small,288.1054
MGI72,,Area027,1983,43.3558,Antacids,mild,0.0644111,CityLimits,Tier 3,Medium,1097.7182
NMA12,,Area027,1983,245.9906,Tranquilizers,mild,0.045731074000000003,CityLimits,Tier 3,Medium,5817.5744
TVN24,18.15,Area035,2002,101.3488,Hreplacements,mild,0.049383292999999995,DownTown,Tier 2,Small,1199.5856
FQX92,,Area027,1983,124.3492,Tranquilizers,mild,0.03726524,CityLimits,Tier 3,Medium,4051.8728
OLE14,12.6,Area018,2007,190.166,Antiseptics,mild,0.060912071,Industrial,Tier 3,Medium,1371.362
IXV42,7.95,Area017,2005,137.1678,Antibiotics,mild,0.10116538,DownTown,Tier 2,Unknown,1893.3492
XRN69,16.4,Area010,1996,141.6942,Antimalarial,critical,0.173852421,MidTownResidential,Tier 3,Unknown,510.4826
NMJ18,16.8,Area017,2005,94.0934,Mstablizers,critical,0.038513973,DownTown,Tier 2,Unknown,1587.0812
YOJ46,,Area027,1983,85.06700000000001,Analgesics,mild,0.057660955,CityLimits,Tier 3,Medium,2792.845
IXV34,,Area027,1983,104.1094,Cardiac,mild,0.148836915,CityLimits,Tier 3,Medium,3350.1196
ATT10,7.93,Area049,1997,176.45,Mstablizers,critical,0.11718330800000001,DownTown,Tier 1,Medium,3941.35
THU10,14.65,Area046,1995,87.9012,Antipyretics,mild,0.013000000000000001,DownTown,Tier 1,Small,1099.7156
UYH58,,Area027,1983,167.8604,Antiviral,mild,0.044073804,CityLimits,Tier 3,Medium,5817.5744
STT10,,Area019,1983,120.2254,OralContraceptives,mild,0.013000000000000001,MidTownResidential,Tier 1,Small,221.5254
IXN93,13.45,Area035,2002,197.8872,Antibiotics,critical,0.145058566,DownTown,Tier 2,Small,4462.0056
CAN15,18.55,Area035,2002,51.948,Stimulants,critical,0.13820078800000002,DownTown,Tier 2,Small,792.1160000000001
TIG24,7.89,Area049,1997,95.1908,Antibiotics,mild,0.118761491,DownTown,Tier 1,Medium,1790.816
GRF12,9.93,Area049,1997,194.2582,Hreplacements,mild,0.044143590999999996,DownTown,Tier 1,Medium,5499.9878
VMN22,14.45,Area013,1985,182.3764,Antibiotics,critical,0.178221717,DownTown,Tier 3,High,4579.1864
KPK10,6.955,Area017,2005,175.05,Antibiotics,mild,0.09875733800000001,DownTown,Tier 2,Unknown,1611.05
NZS82,21.0,Area046,1995,98.4198,Cardiac,mild,0.077921764,DownTown,Tier 1,Small,1857.396
YBM44,19.65,Area013,1985,116.4938,Statins,mild,0.028291576000000002,DownTown,Tier 3,High,1720.9070000000002
VYB31,20.55,Area049,1997,151.8496,Cardiac,critical,0.047753686,DownTown,Tier 1,Medium,2089.0944
QKY68,14.3,Area017,2005,76.0484,Hreplacements,critical,0.083699313,DownTown,Tier 2,Unknown,1287.4712
IXV34,17.15,Area017,2005,104.7094,Cardiac,mild,0.15027000000000001,DownTown,Tier 2,Unknown,2017.1879999999999
BRW14,6.205,Area045,2000,207.9768,Cardiac,mild,0.1305683,DownTown,Tier 2,Unknown,3069.152
SCK30,8.585,Area010,1996,185.2054,Antiseptics,mild,0.065141447,MidTownResidential,Tier 3,Unknown,638.3162
UOI59,12.9,Area046,1995,182.8106,OralContraceptives,critical,0.090164595,DownTown,Tier 1,Small,2679.659
VLR87,6.22,Area049,1997,206.8084,Mstablizers,mild,0.05902647900000001,DownTown,Tier 1,Medium,3882.7596
BGH11,21.55,Area018,2007,104.912,Cardiac,critical,0.11614237300000001,Industrial,Tier 3,Medium,765.4839999999999
SFQ49,18.4,Area010,1996,123.286,Antiseptics,mild,0.125402118,MidTownResidential,Tier 3,Unknown,226.18599999999998
ORS21,6.665,Area035,2002,184.0764,Antiviral,critical,0.153213762,DownTown,Tier 2,Small,4750.9628
JKD14,13.9,Area018,2007,43.7874,Antipyretics,mild,0.03729329,Industrial,Tier 3,Medium,218.8622
QUO93,9.23,Area035,2002,131.8414,OralContraceptives,mild,0.018547386000000003,DownTown,Tier 2,Small,1453.2554
ZEE32,,Area027,1983,264.5672,Hreplacements,mild,0.101839949,CityLimits,Tier 3,Medium,11106.6896
AIR10,,Area027,1983,112.4016,OralContraceptives,mild,0.018448005,CityLimits,Tier 3,Medium,3655.0559999999996
FIV38,16.65,Area046,1995,227.0508,Analgesics,mild,0.033326962,DownTown,Tier 1,Small,1849.4064
IZA10,17.8,Area045,2000,101.3146,Hreplacements,mild,0.041476451,DownTown,Tier 2,Unknown,1481.219
FIA79,19.3,Area010,1996,180.8422,Antiseptics,mild,0.092299474,MidTownResidential,Tier 3,Unknown,457.8844
POR18,11.6,Area035,2002,188.737,Mstablizers,mild,0.091728915,DownTown,Tier 2,Small,2935.992
WOX94,15.45,Area046,1995,206.611,Antiseptics,mild,0.013000000000000001,DownTown,Tier 1,Small,3451.987
YEY91,18.05,Area017,2005,166.463,Hreplacements,mild,0.118448901,DownTown,Tier 2,Unknown,895.315
WFU12,10.495,Area046,1995,69.9246,OralContraceptives,mild,0.127885647,DownTown,Tier 1,Small,1213.5674
IEB77,,Area027,1983,74.7826,Antimalarial,mild,0.050712875,CityLimits,Tier 3,Medium,2631.7214
UJO95,19.05,Area017,2005,121.4544,Mstablizers,mild,0.089389281,DownTown,Tier 2,Unknown,1231.5439999999999
JHT69,13.8,Area010,1996,91.1592,Antibiotics,critical,0.013000000000000001,MidTownResidential,Tier 3,Unknown,195.5592
GEL15,20.8,Area049,1997,245.6958,Analgesics,critical,0.09029230199999999,DownTown,Tier 1,Medium,6422.7866
UYH58,11.695,Area045,2000,169.8604,Antiviral,mild,0.044288338,DownTown,Tier 2,Unknown,2965.2872
QXX90,,Area027,1983,187.2054,Antiseptics,mild,0.095353076,CityLimits,Tier 3,Medium,4315.5296
XEI37,7.955,Area013,1985,219.5586,Antibiotics,mild,0.029944718999999998,DownTown,Tier 3,High,3067.8204
NXT21,20.15,Area035,2002,202.4846,Tranquilizers,mild,0.06504497599999999,DownTown,Tier 2,Small,3361.4382
RHG44,20.65,Area013,1985,59.5034,Mstablizers,critical,0.095197959,DownTown,Tier 3,High,842.051
NDL93,8.08,Area046,1995,237.7694,Antibiotics,critical,0.013000000000000001,DownTown,Tier 1,Small,3310.1716
RLY93,10.3,Area035,2002,46.218999999999994,Analgesics,mild,0.051917890999999994,DownTown,Tier 2,Small,1284.808
OFD11,12.1,Area045,2000,250.6564,Analgesics,mild,0.06517431900000001,DownTown,Tier 2,Unknown,4403.4152
WGW41,21.0,Area046,1995,187.83700000000002,Hreplacements,mild,0.079935459,DownTown,Tier 1,Small,3288.866
SWF56,12.1,Area049,1997,108.6042,Antimalarial,mild,0.11156683199999999,DownTown,Tier 1,Medium,1601.0629999999999
PZS93,18.9,Area046,1995,107.541,Hreplacements,critical,0.05222186,DownTown,Tier 1,Small,306.082
AEN20,8.8,Area018,2007,132.7072,Cardiac,mild,0.063957715,Industrial,Tier 3,Medium,2685.6512
VDZ97,10.9,Area013,1985,197.4872,Hreplacements,critical,0.027200671000000003,DownTown,Tier 3,High,3327.4824
ELK66,20.5,Area049,1997,163.8314,Cardiac,critical,0.09808264800000001,DownTown,Tier 1,Medium,2284.8396
UYA36,11.8,Area010,1996,248.6248,Antiseptics,mild,0.013000000000000001,MidTownResidential,Tier 3,Unknown,824.0744
ZKO55,10.495,Area017,2005,115.4622,Antiseptics,mild,0.061331717,DownTown,Tier 2,Unknown,1806.7952
ZMR15,11.995,Area017,2005,70.8904,OralContraceptives,mild,0.013000000000000001,DownTown,Tier 2,Unknown,523.1328
UYP13,14.1,Area045,2000,115.8938,MuscleRelaxants,mild,0.104221855,DownTown,Tier 2,Unknown,2256.876
CGG23,18.9,Area035,2002,50.6454,OralContraceptives,mild,0.069281276,DownTown,Tier 2,Small,909.9626
LFG35,8.1,Area013,1985,57.8034,Mstablizers,mild,0.050465845999999995,DownTown,Tier 3,High,647.6374
FQP55,9.51,Area046,1995,96.3198,Antipyretics,mild,0.057925784,DownTown,Tier 1,Small,1682.9564
HZC96,8.01,Area035,2002,227.8166,Antacids,mild,0.04858013,DownTown,Tier 2,Small,4685.0486
TBT30,16.4,Area045,2000,232.0456,Antibiotics,critical,0.100584126,DownTown,Tier 2,Unknown,6523.3224
HQQ45,,Area027,1983,150.2154,Tranquilizers,mild,0.04546357400000001,CityLimits,Tier 3,Medium,5076.539000000001
ZSC82,,Area027,1983,181.6764,Mstablizers,critical,0.044382044,CityLimits,Tier 3,Medium,3204.9752
DZM40,13.95,Area013,1985,202.6846,OralContraceptives,critical,0.088981306,DownTown,Tier 3,High,2023.846
KBE13,14.45,Area017,2005,96.8566,Antacids,mild,0.033833091,DownTown,Tier 2,Unknown,1973.2452
PEQ68,6.335,Area017,2005,239.3036,Antacids,critical,0.093362549,DownTown,Tier 2,Unknown,4439.3684
QIN25,,Area027,1983,164.1024,Analgesics,mild,0.013000000000000001,CityLimits,Tier 3,Medium,7854.9224
JHP96,13.45,Area013,1985,44.8532,Antifungal,mild,0.07523598299999999,DownTown,Tier 3,High,472.532
XEY34,15.15,Area046,1995,129.9124,Antimalarial,critical,0.09827498800000001,DownTown,Tier 1,Small,2127.7108
YAA14,8.61,Area017,2005,118.757,Hreplacements,mild,0.039940466,DownTown,Tier 2,Unknown,2419.9970000000003
FLH42,,Area027,1983,259.1092,Antacids,critical,0.043118338,CityLimits,Tier 3,Medium,3599.1288
IAP53,6.955,Area017,2005,154.3102,Analgesics,mild,0.189070535,DownTown,Tier 2,Unknown,1862.7224
STT10,9.205,Area017,2005,119.4254,OralContraceptives,mild,0.013000000000000001,DownTown,Tier 2,Unknown,1740.881
NXX10,7.495,Area045,2000,130.4098,Hreplacements,mild,0.085131519,DownTown,Tier 2,Unknown,3005.2352
IBB12,19.5,Area045,2000,207.511,Antibiotics,mild,0.10308409800000001,DownTown,Tier 2,Unknown,3255.5759999999996
FWA65,18.0,Area035,2002,107.9384,Mstablizers,critical,0.07386316700000001,DownTown,Tier 2,Small,2970.6136
XIS12,20.05,Area045,2000,108.2042,Antipyretics,mild,0.013000000000000001,DownTown,Tier 2,Unknown,1799.4714
GGP12,13.65,Area046,1995,43.4216,Tranquilizers,mild,0.054737627000000004,DownTown,Tier 1,Small,632.3240000000001
CNO62,16.4,Area045,2000,157.5076,OralContraceptives,mild,0.039046138,DownTown,Tier 2,Unknown,1886.6912
IOW64,7.875,Area049,1997,156.0444,Antacids,critical,0.088625152,DownTown,Tier 1,Medium,3306.1768
NDK33,,Area027,1983,149.81799999999998,Antimalarial,mild,0.029653022,CityLimits,Tier 3,Medium,3049.178
VKW64,14.95,Area018,2007,194.7924,Hreplacements,mild,0.049107198,Industrial,Tier 3,Medium,5295.5872
EKB79,13.1,Area045,2000,188.8344,OralContraceptives,critical,0.027115626,DownTown,Tier 2,Unknown,3503.2536
BBY13,13.95,Area046,1995,118.9938,Antiseptics,mild,0.055211119,DownTown,Tier 1,Small,1506.5194
XEX60,7.58,Area049,1997,96.8198,Analgesics,mild,0.040748176000000004,DownTown,Tier 1,Medium,1508.5168
SBW86,15.8,Area045,2000,178.9448,Antibiotics,critical,0.071946687,DownTown,Tier 2,Unknown,3010.5616
YTL30,,Area019,1983,201.2504,Hreplacements,mild,0.10546392,MidTownResidential,Tier 1,Small,496.5008
GHD63,21.0,Area013,1985,189.46599999999998,Mstablizers,mild,0.09084900300000001,DownTown,Tier 3,High,3169.022
CGG23,18.9,Area049,1997,53.0454,OralContraceptives,mild,0.069379439,DownTown,Tier 1,Medium,406.6178
RTV34,16.5,Area035,2002,245.8248,Hreplacements,mild,0.032031184,DownTown,Tier 2,Small,4853.496
YPS49,8.535,Area035,2002,126.1834,Hreplacements,mild,0.071121214,DownTown,Tier 2,Small,1495.2008
JWP65,13.1,Area035,2002,197.3924,Analgesics,mild,0.126307794,DownTown,Tier 2,Small,1963.924
PRC68,9.945,Area013,1985,106.641,Tranquilizers,mild,0.15630329099999998,DownTown,Tier 3,High,306.082
AUU56,20.5,Area010,1996,189.2318,Hreplacements,mild,0.07189346099999999,MidTownResidential,Tier 3,Unknown,293.4318
VBX12,,Area027,1983,94.9908,Cardiac,mild,0.023590075,CityLimits,Tier 3,Medium,3804.1952
GMI62,17.15,Area018,2007,187.737,Antacids,mild,0.095120687,Industrial,Tier 3,Medium,5758.984
UMX23,18.9,Area045,2000,121.2202,Antimalarial,critical,0.08927620800000001,DownTown,Tier 2,Unknown,1800.8029999999999
TRZ10,13.9,Area045,2000,132.2414,Tranquilizers,mild,0.077240743,DownTown,Tier 2,Unknown,1575.0968
VZP56,,Area019,1983,129.6124,Antiseptics,mild,0.070969482,MidTownResidential,Tier 1,Small,587.0496
QSD18,15.9,Area018,2007,251.5538,MuscleRelaxants,mild,0.072732844,Industrial,Tier 3,Medium,5400.7836
LGE15,7.18,Area035,2002,165.6998,OralContraceptives,mild,0.09944044,DownTown,Tier 2,Small,2266.1972
DPL20,7.62,Area018,2007,50.2822,Antimalarial,mild,0.025769753,Industrial,Tier 3,Medium,191.5644
WSV13,18.9,Area049,1997,164.7314,Antimalarial,mild,0.071181585,DownTown,Tier 1,Medium,2439.971
OVU58,,Area027,1983,65.193,Antipyretics,mild,0.109592065,CityLimits,Tier 3,Medium,3225.615
MPG14,,Area019,1983,237.672,Antibiotics,mild,0.08751750800000001,MidTownResidential,Tier 1,Small,565.744
SRS13,13.8,Area049,1997,114.199,Antibiotics,mild,0.044097948,DownTown,Tier 1,Medium,2073.781
PAL64,19.0,Area017,2005,194.3266,Hreplacements,mild,0.130201696,DownTown,Tier 2,Unknown,2510.5458
WLW19,6.475,Area035,2002,117.9622,Hreplacements,critical,0.042490377,DownTown,Tier 2,Small,2971.2794
ZGW12,9.02,Area013,1985,88.2986,Antibiotics,mild,0.06493741,DownTown,Tier 3,High,1047.7832
GSN53,17.3,Area035,2002,151.4496,Hreplacements,mild,0.053938155,DownTown,Tier 2,Small,4629.7872
DMY13,17.3,Area018,2007,241.6668,Antiseptics,mild,0.08596514400000001,Industrial,Tier 3,Medium,4720.335999999999
CUP12,,Area027,1983,196.524,Antibiotics,mild,0.053318693,CityLimits,Tier 3,Medium,5146.448
PHE51,16.1,Area010,1996,203.8794,Tranquilizers,mild,0.045606180999999996,MidTownResidential,Tier 3,Unknown,503.1588
PAN11,11.8,Area046,1995,131.6098,OralContraceptives,mild,0.08425791199999999,DownTown,Tier 1,Small,956.5686
QRB67,20.65,Area013,1985,174.8184,Mstablizers,critical,0.07547639099999999,DownTown,Tier 3,High,1764.184
QSY87,7.89,Area013,1985,131.8098,Antiseptics,mild,0.039163192,DownTown,Tier 3,High,715.549
SZL68,7.68,Area045,2000,188.3344,Antipyretics,mild,0.044962866,DownTown,Tier 2,Unknown,648.3032
XPX11,16.65,Area045,2000,47.019,OralContraceptives,mild,0.027047825,DownTown,Tier 2,Unknown,698.904
LZQ97,15.45,Area049,1997,206.71099999999998,Antibiotics,critical,0.037442501,DownTown,Tier 1,Medium,2862.7540000000004
WWF98,,Area019,1983,132.6072,Hreplacements,mild,0.104354948,MidTownResidential,Tier 1,Small,235.5072
SDZ43,,Area019,1983,56.9744,Mstablizers,mild,0.19035437300000002,MidTownResidential,Tier 1,Small,248.8232
QYH11,8.705,Area010,1996,100.0146,Cardiac,mild,0.03856185,MidTownResidential,Tier 3,Unknown,295.4292
GWC40,11.8,Area049,1997,98.883,OralContraceptives,mild,0.065637056,DownTown,Tier 1,Medium,921.947
BAG13,7.28,Area049,1997,63.6614,Statins,mild,0.08867543800000001,DownTown,Tier 1,Medium,444.5684
JLR10,,Area019,1983,187.237,Antimalarial,critical,0.077625342,MidTownResidential,Tier 1,Small,289.437
YRD11,13.95,Area045,2000,169.3578,Analgesics,mild,0.076017847,DownTown,Tier 2,Unknown,2198.9514
CGH10,9.23,Area046,1995,53.0086,Tranquilizers,mild,0.08413587,DownTown,Tier 1,Small,469.8688
DZQ18,20.3,Area045,2000,58.4718,OralContraceptives,critical,0.110510482,DownTown,Tier 2,Unknown,822.077
ZEP43,12.195,Area046,1995,116.728,OralContraceptives,mild,0.039880159,DownTown,Tier 1,Small,1604.392
MRS69,21.3,Area018,2007,45.318999999999996,MuscleRelaxants,mild,0.09465845,Industrial,Tier 3,Medium,698.904
YEY91,18.05,Area049,1997,165.563,Hreplacements,mild,0.118018817,DownTown,Tier 1,Medium,1834.0929999999998
BFC68,22.15,Area013,1985,203.0478,OralContraceptives,mild,0.050372847000000005,DownTown,Tier 3,High,3212.9648
WKZ12,9.81,Area049,1997,183.8422,Hreplacements,critical,0.091526225,DownTown,Tier 1,Medium,5113.8238
QQK28,,Area027,1983,157.8392,OralContraceptives,mild,0.151777108,CityLimits,Tier 3,Medium,5332.871999999999
FMT10,13.9,Area013,1985,261.2092,Antibiotics,critical,0.034951613,DownTown,Tier 3,High,4844.1748
HVW15,22.55,Area018,2007,243.33,Tranquilizers,mild,0.12706620400000002,Industrial,Tier 3,Medium,5705.72
RSY89,14.95,Area013,1985,65.893,Tranquilizers,mild,0.090169841,DownTown,Tier 3,High,395.965
KYZ66,7.43,Area046,1995,72.7536,Antipyretics,mild,0.089735903,DownTown,Tier 1,Small,1338.0720000000001
VQT88,,Area019,1983,102.3462,Antibiotics,mild,0.18652706800000002,MidTownResidential,Tier 1,Small,390.6386
TKZ13,,Area027,1983,121.8228,Antibiotics,mild,0.034498768,CityLimits,Tier 3,Medium,1881.3648
UML60,21.9,Area010,1996,223.3244,Antipyretics,critical,0.064068365,MidTownResidential,Tier 3,Unknown,536.4488
XHP42,15.45,Area018,2007,255.6828,Hreplacements,mild,0.048016754,Industrial,Tier 3,Medium,1818.7796
KFT87,10.495,Area049,1997,110.4016,Antibiotics,critical,0.135494876,DownTown,Tier 1,Medium,1529.8224
OFD56,8.47,Area035,2002,141.2968,Antibiotics,critical,0.07271672900000001,DownTown,Tier 2,Small,2461.9424
QSY87,7.89,Area010,1996,131.7098,Antiseptics,mild,0.056828292999999995,MidTownResidential,Tier 3,Unknown,354.0196
TNC52,20.3,Area046,1995,196.8214,Antibiotics,critical,0.078633934,DownTown,Tier 1,Small,2374.0568
JUP10,7.725,Area010,1996,140.8626,Stimulants,mild,0.118742544,MidTownResidential,Tier 3,Unknown,244.1626
TQD35,20.3,Area010,1996,221.3244,Tranquilizers,mild,0.013000000000000001,MidTownResidential,Tier 3,Unknown,1595.0708
QQZ11,,Area027,1983,201.2162,OralContraceptives,mild,0.013000000000000001,CityLimits,Tier 3,Medium,5885.486
HRW59,9.48,Area045,2000,66.4588,OralContraceptives,critical,0.095568705,DownTown,Tier 2,Unknown,571.0704
OKF75,20.5,Area017,2005,252.1196,MuscleRelaxants,mild,0.196686937,DownTown,Tier 2,Unknown,1800.1372
GLQ11,12.15,Area046,1995,118.1622,Hreplacements,mild,0.175242617,DownTown,Tier 1,Small,1171.622
EBV12,13.45,Area049,1997,234.3404,Tranquilizers,mild,0.15826636,DownTown,Tier 1,Medium,3488.6059999999998
FWA65,18.0,Area017,2005,110.3384,Mstablizers,critical,0.07421901,DownTown,Tier 2,Unknown,2083.768
DRE77,9.72,Area035,2002,74.6168,Tranquilizers,mild,0.125249781,DownTown,Tier 2,Small,816.0848
ZEO73,5.91,Area049,1997,182.7396,Statins,mild,0.135843005,DownTown,Tier 1,Medium,1682.9564
MDT12,21.0,Area035,2002,137.6362,Statins,mild,0.051729457,DownTown,Tier 2,Small,868.0172
OYC25,,Area019,1983,160.1734,Antibiotics,mild,0.099352403,MidTownResidential,Tier 1,Small,558.4202
RMO57,6.62,Area017,2005,111.5674,Tranquilizers,mild,0.106408695,DownTown,Tier 2,Unknown,2354.0828
IWK67,18.9,Area045,2000,175.1526,Analgesics,mild,0.054700755999999996,DownTown,Tier 2,Unknown,2415.3364
HQX39,11.6,Area017,2005,96.954,Hreplacements,critical,0.024189235,DownTown,Tier 2,Unknown,2536.512
MJX11,,Area019,1983,48.4848,Mstablizers,critical,0.013000000000000001,MidTownResidential,Tier 1,Small,150.2848
VPX10,,Area027,1983,200.2846,Antimalarial,mild,0.093649685,CityLimits,Tier 3,Medium,6227.7072
OHX11,11.495,Area010,1996,152.1838,OralContraceptives,critical,0.258483691,MidTownResidential,Tier 3,Unknown,393.9676
HHY36,20.15,Area013,1985,137.4336,Statins,mild,0.10379168,DownTown,Tier 3,High,3692.3408
YPI13,16.4,Area045,2000,226.7166,Antibiotics,mild,0.013000000000000001,DownTown,Tier 2,Unknown,2943.3158
LNA17,17.65,Area035,2002,60.2324,Antibiotics,mild,0.033544065,DownTown,Tier 2,Small,372.662
EHE57,15.1,Area046,1995,117.2254,Cardiac,mild,0.026263968,DownTown,Tier 1,Small,3043.1858
XHQ90,18.55,Area010,1996,47.8822,OralContraceptives,mild,0.013000000000000001,MidTownResidential,Tier 3,Unknown,309.411
EXH11,13.1,Area017,2005,56.6402,Antibiotics,mild,0.135289654,DownTown,Tier 2,Unknown,388.6412
KXU14,6.765,Area017,2005,142.4626,Mstablizers,critical,0.061801674,DownTown,Tier 2,Unknown,1686.9512
OOL46,15.6,Area017,2005,88.9328,Mstablizers,mild,0.144152799,DownTown,Tier 2,Unknown,344.6984
KKK25,10.3,Area018,2007,112.3016,Antiseptics,mild,0.045152980999999995,Industrial,Tier 3,Medium,1631.024
DVR14,,Area019,1983,130.1782,Antiseptics,mild,0.073672263,MidTownResidential,Tier 1,Small,351.3564
GKI48,,Area027,1983,107.0384,OralContraceptives,mild,0.021792907,CityLimits,Tier 3,Medium,3069.152
OPP86,20.9,Area018,2007,174.0526,Hreplacements,mild,0.052738393,Industrial,Tier 3,Medium,3073.1468
FCF11,21.9,Area017,2005,161.2392,Tranquilizers,mild,0.058675104000000006,DownTown,Tier 2,Unknown,4139.7584
YGZ30,,Area027,1983,113.2332,Stimulants,critical,0.107109236,CityLimits,Tier 3,Medium,3804.1952
KTI10,9.875,Area013,1985,203.6794,Antipyretics,critical,0.08478670599999999,DownTown,Tier 3,High,893.3176
EOK39,21.8,Area046,1995,94.6592,OralContraceptives,critical,0.032199733,DownTown,Tier 1,Small,1929.3024
TAA14,,Area019,1983,238.4694,Hreplacements,mild,0.22116215600000003,MidTownResidential,Tier 1,Small,341.3694
RYG11,9.9,Area018,2007,200.053,Cardiac,critical,0.053369315,Industrial,Tier 3,Medium,2959.295
CDK74,8.82,Area017,2005,191.695,Mstablizers,critical,0.057272225999999996,DownTown,Tier 2,Unknown,2676.33
NXQ22,,Area027,1983,121.4886,Antibiotics,mild,0.140792701,CityLimits,Tier 3,Medium,4560.544
VSL11,13.1,Area017,2005,234.4772,Antipyretics,critical,0.120662745,DownTown,Tier 2,Unknown,3003.9036
TZV99,,Area019,1983,252.717,Hreplacements,mild,0.075294473,MidTownResidential,Tier 1,Small,599.034
AIR10,10.19,Area018,2007,113.1016,OralContraceptives,mild,0.018496816,Industrial,Tier 3,Medium,1125.016
UFE10,18.3,Area049,1997,260.0434,OralContraceptives,mild,0.132570595,DownTown,Tier 1,Medium,4334.8378
MIH17,18.9,Area046,1995,192.9976,Antiseptics,mild,0.028687045,DownTown,Tier 1,Small,3553.8544
WST73,12.9,Area035,2002,68.0272,Antipyretics,mild,0.051511676,DownTown,Tier 2,Small,616.3448
DOY13,21.9,Area010,1996,104.7778,Antibiotics,mild,0.052255412,MidTownResidential,Tier 3,Unknown,206.8778
SRC13,15.1,Area046,1995,274.4884,Antipyretics,mild,0.154352562,DownTown,Tier 1,Small,3292.8608
KQB34,19.5,Area013,1985,48.619,Antibiotics,mild,0.174355122,DownTown,Tier 3,High,698.904
EUI92,12.195,Area049,1997,132.173,Antipyretics,critical,0.022636821,DownTown,Tier 1,Medium,2576.46
YVV26,7.45,Area049,1997,107.6384,Mstablizers,mild,0.059342889,DownTown,Tier 1,Medium,999.8456
RMY66,13.15,Area049,1997,108.3726,Antipyretics,mild,0.145876847,DownTown,Tier 1,Medium,1189.5986
VYB12,18.0,Area035,2002,198.9214,Mstablizers,critical,0.082903773,DownTown,Tier 2,Small,678.2642
EVT14,10.405,Area017,2005,44.09,Antiseptics,mild,0.051699552999999995,DownTown,Tier 2,Unknown,312.74
IKW10,14.3,Area017,2005,264.4014,Antiseptics,mild,0.0550611,DownTown,Tier 2,Unknown,3428.0182
VXA87,8.835,Area017,2005,128.644,Analgesics,mild,0.09525014300000001,DownTown,Tier 2,Unknown,3228.9440000000004
HST20,18.5,Area046,1995,172.4578,Antimalarial,mild,0.169298858,DownTown,Tier 1,Small,1396.6624
PNR62,13.6,Area017,2005,117.7938,Analgesics,mild,0.082852615,DownTown,Tier 2,Unknown,2471.2636
KVN10,18.0,Area046,1995,259.5776,Antiseptics,mild,0.039620627,DownTown,Tier 1,Small,4323.5192
OJV12,,Area019,1983,125.5808,Cardiac,mild,0.031275994,MidTownResidential,Tier 1,Small,230.1808
IDG55,20.9,Area049,1997,99.0514,Antiseptics,mild,0.054355365999999995,DownTown,Tier 1,Medium,2769.542
VPJ12,8.125,Area045,2000,163.7998,Cardiac,critical,0.059729335999999994,DownTown,Tier 2,Unknown,2266.1972
LHC12,21.8,Area046,1995,48.218999999999994,Antiseptics,mild,0.15628360800000002,DownTown,Tier 1,Small,296.095
BKL99,12.9,Area049,1997,188.5686,Cardiac,mild,0.013000000000000001,DownTown,Tier 1,Medium,2068.4546
FOK66,7.18,Area017,2005,164.4998,Statins,mild,0.016612411,DownTown,Tier 2,Unknown,3650.3954
GKK14,18.9,Area046,1995,129.9782,Hreplacements,critical,0.060257328,DownTown,Tier 1,Small,2258.2076
RGM13,12.3,Area035,2002,112.0358,Tranquilizers,mild,0.067928641,DownTown,Tier 2,Small,1621.037
BSV80,,Area019,1983,135.9046,Antacids,mild,0.198306514,MidTownResidential,Tier 1,Small,735.523
PVW15,18.9,Area035,2002,172.1868,Hreplacements,mild,0.117859135,DownTown,Tier 2,Small,4207.67
ZUZ10,21.15,Area018,2007,137.40200000000002,Antibiotics,mild,0.058855273,Industrial,Tier 3,Medium,1884.0279999999998
